symbol,gap,volume,nbTransactionGap,volumeTransactionGap,volatility,nbWave,averageAmplitude,Cluster
nub_usdt,-0.4165204030443263,-0.25201775236208607,-0.3550002812793276,-0.27466691347840627,-0.39468925214023015,-0.16866080189981122,-0.23258026089067693,0
mvp_usdt,3.7735304902479725,-0.251794482987359,-0.3550002812793276,-0.27466691347840627,-0.26352993458146123,-1.1864666800311399,1.392063950920676,3
sc_usdt,-0.564443892418388,0.4768611281230266,-0.30444741922739443,-0.24432092596147306,-0.4080254962046699,0.22050026915040263,-0.234106041193926,0
mfer_usdt,-0.4244514482758703,-0.2520623969955461,-0.3550002812793276,-0.27466691347840627,-0.5440826334400152,-0.7374346749732007,-0.26384681320634007,0
imaro_usdt,1.4761814604710841,-0.25211875943042605,-0.3550002812793276,-0.27466691347840627,-0.30631825976465155,0.48991947218516607,-0.2211386754511035,3
redo_usdt,-0.4725395089168874,-0.24568599960654497,-0.26653277268844455,-0.2610020573628825,-0.42631987191579407,-0.048918933884360805,-0.24751719341239728,0
intellique_usdt,-0.5160029897273705,-0.2515342741356102,-0.3550002812793276,-0.27466691347840627,-0.8561038899255833,-1.1565312130272771,-0.27831857422434564,0
wsd_usdt,0.4372530595724198,-0.25029343139428945,-0.32972385025336104,0.10438073221770018,-0.08733442276446271,0.48991947218516607,-0.13052552565648734,0
fox2_usdt,0.6071107573508993,-0.2476295607037704,-0.3170856347403777,-0.11994212902896786,1.7858464828620455,2.555466695451686,-0.052597832336855485,3
rom_usdt,3.2693152995040253,-0.24820954246569496,-0.3550002812793276,-0.27466691347840627,-0.658013036386888,-1.485821350069766,0.7805604785017548,3
michi_usdt,-0.5057116644669575,-0.24599602025505002,-0.2538945571754612,-0.2515689539649785,-0.17617777072211285,0.1306938681388148,-0.20439845775283588,0
matar_usdt,0.6263466354634544,-0.2513432633791582,-0.2791709882014278,-0.2530081268736598,1.1768130770525942,3.4235952385637014,-0.1338001639153209,0
xent_usdt,0.9807954584146994,-0.2464850358875212,-0.30444741922739443,-0.13628095026779716,2.145312737669558,-0.9769184110041016,9.743209037933061,2
pit_usdt,-0.5230694959416388,-0.24989365053034893,-0.32972385025336104,-0.27359176559477966,-0.6681718559614854,0.25043573615426523,-0.3035735397333689,0
pme_usdt,-0.5850654748419672,-0.13336669649963498,-0.3423620657663443,-0.27336331539301706,-0.06342320134230861,0.6695322742083417,-0.15935127752022693,0
maga_usdt,-0.5558062872603218,-0.2502048077089387,-0.3423620657663443,-0.27394542075324324,-0.3666642524366219,0.34024213716585305,-0.23964141687659274,0
zack_usdt,-0.5247148301526803,-0.20970970127838,0.02414618411017134,-0.2092177822957251,-0.182468285022417,0.07082293413108962,-0.21906927163216286,0
bicity_usdt,-0.3411114323760455,-0.2282129155056713,-0.14015061755861155,-0.15274962627537036,-0.4174204713794464,1.4478544163087694,-0.27093307740881734,0
lb_usdt,0.44602534149070827,-0.04560656945260084,-0.30444741922739443,-0.2717031797173725,-0.37433182549872634,0.19056480214654004,-0.17988056346483378,0
ldk_usdt,2.538829391188815,-0.25180678395946715,2.336939622986115,-0.2649136183902929,0.6602136087674778,2.794950431482587,-0.19675851457027935,3
dmck_usdt,2.2377985680658123,-0.2521222929104853,-0.3550002812793276,-0.27466691347840627,-0.16148920109043466,-0.7074992079693381,0.3258229529487679,3
beer_usdt,-0.5474936033730571,-0.15449138105225133,-0.013768462428778558,-0.07166107941039061,-0.1358456765468567,-0.43808000493457466,-0.11549265015731898,0
apelol_usdt,2.56685653567033,-0.25205271277386426,-0.3423620657663443,-0.2678178875564686,0.772678543451136,-0.4081445379307121,0.3682918767716101,3
mother_usdt,-0.5711027207811241,-0.23281221348778236,-0.26653277268844455,-0.2596150290164268,-0.472382407782303,0.48991947218516607,-0.276365889449575,0
peipei_usdt,-0.2813128238133576,-0.22537972388466526,-0.21597991063651134,-0.19032571636367163,0.11602079236262496,2.4357248274362355,-0.2342266442034733,0
daddy_usdt,-0.5306888989832386,-0.20175851256863064,0.41593086501265353,-0.1417172447310327,-0.1598321829220472,1.1185642792662809,-0.2331355309410664,0
billy_usdt,-0.5238324243204401,-0.23912054177465972,-0.2538945571754612,-0.2373400449284211,-0.31950563577610036,-0.28840266991526164,-0.21423777863613708,0
hit_usdt,-0.5275846664385,-0.24919420248545127,-0.3550002812793276,-0.27466691347840627,-0.8583293568136899,-1.1864666800311399,-0.3112124117235861,0
clore_usdt,-0.3553597849301726,-0.25158002977499105,-0.3550002812793276,-0.27466691347840627,-0.5341484245968668,0.07082293413108962,-0.2696449511191074,0
swgt_usdt,-0.5282339123375422,-0.24753573711762628,-0.32972385025336104,-0.25249743584653783,-0.6662444639794146,-0.7074992079693381,-0.2708505796270084,0
apfc_usdt,3.9551453313195823,-0.23922358431484658,-0.2918092037144111,-0.25854548213114464,-0.6597391948783006,-0.557821872950025,-0.2683079621877977,3
cit_usdt,2.9186546380314176,-0.2447484770241651,-0.19070347961054473,-0.1925954470853262,2.5275110254709467,-0.4680154719384373,1.123020249035975,3
rocky_usdt,-0.5072085369330006,-0.02105808623088339,-0.2918092037144111,-0.1277343730373507,-0.4297864788959089,-0.0189834668804982,-0.22717474390276068,0
fight_usdt,-0.2774488465686785,-0.25153483224807494,-0.30444741922739443,-0.2683971329553843,-0.6329901999979024,-0.6476282739616129,-0.24753036441567128,0
bill_usdt,-0.46019373064765984,-0.24816148404420438,-0.24125634166247792,-0.27400724003908516,-0.659745853479939,-0.37820907092684947,-0.2712350747533594,0
ogy_usdt,-0.5739810499535278,-0.2457484331978202,-0.32972385025336104,-0.24752869515078266,-0.697951747905488,-0.4680154719384373,-0.2923124168337851,0
heri_usdt,0.6922033673401067,-0.23978006901603166,-0.2538945571754612,-0.2616604221391761,-0.3862212006330225,0.04088746712722701,-0.1109330976500386,0
waffles_usdt,-0.5616484504354813,-0.18577017773340676,-0.3423620657663443,-0.26887739084212314,-0.5695527572624679,0.4300485381774409,-0.27770261708203425,0
aura_usdt,0.8987692182165005,-0.23806806966277325,-0.26653277268844455,0.02493174051012198,1.419195509412839,1.0886288122624181,0.03716378158951422,3
harris_usdt,-0.5371525071012324,-0.07456779660056276,-0.32972385025336104,-0.27373686280200293,-0.2579507690786999,1.417918949304907,-0.243713880479337,0
scf_usdt,-0.5020470687831109,-0.24166850284943023,-0.3170856347403777,-0.262465339929101,-0.2987016412934375,-0.10878986789208601,-0.20460163873521892,0
why_usdt,-0.3861432856098833,-0.21225387622516334,-0.19070347961054473,-0.1869997773612463,-0.13588260520600848,-0.22853173590753645,-0.15779438758613035,0
skx_usdt,-0.6275206514305394,-0.25011804546549693,-0.32972385025336104,-0.2718783484101197,-0.602062308723302,-0.946982944000239,-0.1271563931040523,0
fwog_usdt,-0.4856547457107651,-0.2354543660131689,-0.3170856347403777,-0.23964066404152942,-0.22998774987631473,0.19056480214654004,-0.2127855425678913,0
bar777_usdt,-0.5083300783192413,-0.24645147783063984,-0.3170856347403777,-0.208714999877212,-0.6807070676288453,-0.6176928069577503,-0.2145911721194201,0
ecg_usdt,1.8133365878128083,-0.1800989870943971,-0.26653277268844455,-0.19663444825957435,0.47758294597736123,-0.0189834668804982,0.23209947356928745,3
dcd_usdt,-0.5001702793613187,-0.2504582310028825,-0.3423620657663443,-0.2577548297196991,-0.8263464953458342,-1.0367893450118268,-0.2954158671450968,0
wdog_usdt,-0.5683686826978194,1.6350794007539147,-0.001130246915795259,0.5186252842765177,-0.26645062818001325,0.1306938681388148,-0.217600546131499,0
mad_usdt,-0.5539369195307081,-0.013657437348332961,-0.001130246915795259,0.4804226623175503,1.5494334027836245,0.7892741422237921,0.11310705867581029,0
fuku_usdt,-0.4371816442424814,-0.021700536542859507,-0.3423620657663443,-0.27453896427381336,-0.7267055759749772,-0.5877573399538877,-0.2936264552720177,0
fibo_usdt,-0.10641679706820784,-0.23353497190931713,-0.32972385025336104,-0.26200722141386124,-0.26704649307227996,0.28037120315812786,-0.14430656743961567,0
gldgov_usdt,-0.525711754057717,-0.2467299118533251,-0.3550002812793276,-0.27466691347840627,-0.6861604873395718,-1.0966602790195519,-0.12009385054129615,0
snoofi_usdt,-0.4306995258052179,-0.25160416951984493,-0.32972385025336104,-0.2707328538348493,-0.25938253014920154,-0.557821872950025,-0.17599820267410582,0
turingbitchain_usdt,-0.3583489105795804,-0.046430545963664666,-0.30444741922739443,-0.21145415184474434,-0.6623745442894677,-0.5877573399538877,-0.18060097000665834,0
tronbull_usdt,-0.47544867399016444,0.7881964700853707,-0.3423620657663443,-0.26477432343604484,-0.6947808315835766,-0.6775637409654756,-0.25929848168399505,0
lfit_usdt,0.1503160988834324,-0.25021674922793535,0.1631665547529876,-0.15662987221642044,1.8405655121631999,2.555466695451686,0.0018258375944275854,0
ngg_usdt,1.6269411326993661,-0.25204203678795445,-0.32972385025336104,-0.2746589859463556,0.11336110913581264,-0.31833813691912427,0.15262558719609512,3
abds_usdt,-0.38722611707069554,-0.2118533198995428,-0.001130246915795259,0.0604857420686283,0.9954025246704371,1.56759628432422,0.1062920940601464,0
jet_usdt,-0.5383864792117689,-0.24734758368113519,-0.3550002812793276,-0.27466691347840627,-0.8871113271019567,-1.4259504160620406,-0.3274736808567022,0
dogegov_usdt,-0.5367466216573646,-0.03650718020208402,0.036784399623154634,0.5127799817871169,-0.01739519427387132,-0.10878986789208601,-0.11655564121653013,0
mao_usdt,-0.5011780233908316,-0.12971707275134517,-0.3423620657663443,-0.27395584002822576,-0.7514476552308565,-0.946982944000239,-0.2335086701268517,0
cate_usdt,-0.5331957439375493,0.10068449083384562,3.032041476200196,0.2722419218775101,-0.49107291048706714,0.10075840113495221,-0.2498348534954998,0
box_usdt,0.2683851797101202,-0.2517881901487713,-0.32972385025336104,-0.2733582174614063,-0.5440390215334834,-0.13872533489594863,-0.25614096629283883,0
mthn_usdt,1.217407126068064,-0.2346255056199946,-0.3423620657663443,-0.17122614822583446,-0.40994851922948206,-0.7374346749732007,0.09625050381841978,3
doggo_usdt,-0.49292050928085834,-0.1233374281888372,0.46648372706458674,-0.07045680467606541,-0.35394295110638196,0.3103066701619904,-0.2493148793449624,0
hewe_usdt,-0.366903306165669,-0.24516118740889054,-0.32972385025336104,-0.2543603119721386,-0.2839362304937378,-0.6775637409654756,0.03446780162745451,0
terminus_usdt,-0.5904206701176933,0.008377107909603316,-0.2918092037144111,-0.21727598484931568,-0.4168047951876163,-0.5877573399538877,-0.1839477631867,0
rbtc1_usdt,-0.3951136456141409,-0.22572764790711905,-0.24125634166247792,-0.2355845477037013,-0.4208347559286792,0.6695322742083417,-0.26461083675919805,0
qtcc_usdt,1.2810322961650957,-0.2443501941258005,-0.32972385025336104,-0.24518704501292604,-0.4059721607668475,-0.6176928069577503,-0.08177302174512725,3
aleo_usdt,-0.4787819632633617,-0.21045882876147692,-0.2918092037144111,-0.22113954929960358,-0.6623749017776598,-0.07885440088822342,-0.2942235946182844,0
skto_usdt,-0.22353832742600158,-0.24308913136318408,-0.30444741922739443,-0.015123742156880508,-0.5943040912665458,0.5497904061928913,-0.30251105166710757,0
pesto_usdt,-0.3713380654939811,-0.24688139095021586,-0.19070347961054473,-0.23483447320878523,0.6747029562070652,0.48991947218516607,-0.010241739101000562,0
omochi_usdt,-0.4762577687347929,0.18068639530510266,5.863001751108455,0.7407607500801618,0.1933958859129446,-0.6775637409654756,-0.05765226624796435,1
zmat_usdt,2.0079996101283792,-0.22614944394503167,-0.20334169512352804,0.1363134121945528,0.5136086378399779,-0.8871120099925137,0.9853089712434359,3
wm_usdt,2.670688731889638,-0.2520506409966656,-0.3423620657663443,-0.2667636381351145,-0.49694863709611115,-0.8871120099925137,0.06267596069770937,3
giko_usdt,-0.45872759427303267,-0.2277222798830244,-0.32972385025336104,-0.23700135852390747,-0.29141879813582805,-0.43808000493457466,-0.0975749009470371,0
pochita_usdt,-0.5093234109522456,0.4869062341596523,1.1742237957916515,0.4444002917075908,0.036143277132689736,-0.10878986789208601,-0.12109267632375309,0
hippo_usdt,-0.3897204783227458,-0.17274247957316077,-0.24125634166247792,-0.17560812425006186,-0.40034246049926475,-0.37820907092684947,-0.23623021526896487,0
spx_usdt,-0.6097386474455004,0.1829212881212316,-0.3423620657663443,-0.27324807550210733,-0.6389940634100221,-0.8272410759847886,-0.22533035037033533,0
mbtcs_usdt,0.3697217429545172,-0.23285697995629379,-0.15278883307159483,-0.1344305467952032,-0.17094433944933007,0.28037120315812786,-0.15295615783437688,0
csi888_usdt,-0.4531221766099283,-0.2111872470349791,-0.26653277268844455,0.4132687505941473,-0.37363388129283964,-0.4081445379307121,-0.1695174756315905,0
